Name,Email,Age,City,Purchase_Amount
Noah,noah578@contact.com,24,Seattle,363.78
Grace,grace579@business.com,22,Phoenix,31.89
Peter,peter580@email.com,72,Chicago,327.51
Quinn,quinn581@company.com,51,Seattle,280.44
Rachel,rachel582@outlook.com,45,Boston,123.61
Jack,jack583@yahoo.com,29,Miami,203.84
Eve,eve584@gmail.com,55,Austin,200.53
Tina,tina585@business.com,35,Denver,292.9
Tina,tina586@email.com,41,Seattle,106.57
Noah,noah587@yahoo.com,60,Chicago,268.58
Bob,bob588@company.com,57,Houston,297.63
Mia,mia589@gmail.com,72,Seattle,312.51
Jack,jack590@business.com,61,Phoenix,163.46
Ivy,ivy591@yahoo.com,25,Phoenix,192.92
Jack,jack592@email.com,42,Boston,302.25
Rachel,rachel593@yahoo.com,45,New York,248.47
Alice,alice594@outlook.com,53,Los Angeles,249.92
Henry,henry595@contact.com,38,Houston,313.51
Peter,peter596@company.com,49,Austin,105.61
Grace,grace597@email.com,50,Houston,210.48
Henry,henry598@company.com,63,Austin,249.46
Jack,jack599@business.com,19,Los Angeles,153.12
Charlie,charlie600@mail.com,52,Los Angeles,92.42
Quinn,quinn601@email.com,65,Phoenix,279.37
Leo,leo602@mail.com,25,Denver,389.81
Leo,leo603@email.com,70,Miami,382.4
Diana,diana604@email.com,31,New York,60.18
Grace,grace605@yahoo.com,73,Boston,230.37
Noah,noah606@outlook.com,46,New York,390.06
Frank,frank607@business.com,69,Denver,431.91
Quinn,quinn608@company.com,57,Miami,394.58
Diana,diana609@yahoo.com,54,Denver,270.82
Diana,diana610@gmail.com,38,Austin,151.77
Henry,henry611@business.com,75,Miami,76.44
Charlie,charlie612@yahoo.com,35,Austin,353.7
Leo,leo613@contact.com,27,Austin,415.96
Eve,eve614@outlook.com,27,Chicago,319.88
Ivy,ivy615@gmail.com,46,Phoenix,320.48
Karen,karen616@yahoo.com,50,Austin,350.4
Peter,peter617@company.com,78,Austin,170.37
Frank,frank618@email.com,64,Denver,321.07
Noah,noah619@yahoo.com,68,Phoenix,204.88
Tina,tina620@yahoo.com,49,Austin,168.2
Alice,alice621@company.com,53,Houston,73.99
Noah,noah622@contact.com,75,Austin,32.51
Bob,bob623@yahoo.com,25,Houston,226.23
Bob,bob624@mail.com,30,New York,442.25
Steven,steven625@business.com,73,Los Angeles,55.74
Steven,steven626@gmail.com,23,Los Angeles,335.61
Steven,steven627@outlook.com,43,Miami,365.73
Tina,tina628@contact.com,59,Boston,354.81
Charlie,charlie629@business.com,48,Austin,75.02
Diana,diana630@contact.com,61,Los Angeles,14.55
Diana,diana631@email.com,73,Phoenix,350.08
Steven,steven632@yahoo.com,32,Phoenix,53.77
Jack,jack633@company.com,38,Chicago,441.68
Alice,alice634@contact.com,67,Chicago,324.37
Mia,mia635@mail.com,51,Houston,14.15
Quinn,quinn636@business.com,40,Boston,317.76
Karen,karen637@company.com,57,Boston,431.38
Rachel,rachel638@business.com,26,Chicago,298.89
Grace,grace639@contact.com,79,Austin,164.11
Grace,grace640@company.com,35,Chicago,131.6
Diana,diana641@email.com,72,Seattle,110.67
Diana,diana642@outlook.com,65,Chicago,154.82
Leo,leo643@outlook.com,49,New York,65.24
Diana,diana644@yahoo.com,51,Phoenix,493.57
Ivy,ivy645@email.com,42,Phoenix,216.22
Steven,steven646@yahoo.com,66,Phoenix,477.68
Jack,jack647@outlook.com,55,Denver,16.76
Bob,bob648@yahoo.com,77,Houston,474.85
Peter,peter649@business.com,36,Boston,385.88
Henry,henry650@contact.com,23,Denver,273.45
Mia,mia651@gmail.com,23,Phoenix,48.72
Quinn,quinn652@email.com,52,Austin,201.46
Peter,peter653@company.com,62,Miami,367.68
Ivy,ivy654@email.com,33,Boston,463.07
Rachel,rachel655@gmail.com,57,Chicago,161.55
Tina,tina656@mail.com,18,Los Angeles,353.73
Peter,peter657@gmail.com,78,New York,266.27
Karen,karen658@business.com,41,Austin,377.39
Karen,karen659@yahoo.com,67,New York,174.16
Tina,tina660@business.com,51,New York,138.85
Alice,alice661@business.com,49,Chicago,260.28
Noah,noah662@contact.com,72,New York,91.77
Charlie,charlie663@outlook.com,67,New York,448.19
Quinn,quinn664@company.com,65,Chicago,11.26
Frank,frank665@mail.com,20,Boston,188.35
Henry,henry666@email.com,77,Chicago,280.9
Steven,steven667@company.com,38,Denver,213.97
Peter,peter668@company.com,70,Austin,290.05
Eve,eve669@mail.com,61,Seattle,97.88
Quinn,quinn670@email.com,79,Los Angeles,43.77
Mia,mia671@outlook.com,67,Boston,170.38
Mia,mia672@contact.com,18,Miami,108.33
Olivia,olivia673@email.com,65,Boston,237.32
Karen,karen674@gmail.com,64,Austin,382.64
Charlie,charlie675@mail.com,18,Austin,21.72
Jack,jack676@business.com,58,Austin,475.99
Charlie,charlie677@outlook.com,72,Austin,60.94
Frank,frank678@contact.com,44,Seattle,480.98
Leo,leo679@business.com,23,Austin,461.42
Eve,eve680@business.com,62,Chicago,234.64
Noah,noah681@business.com,24,Miami,75.42
Henry,henry682@yahoo.com,55,Chicago,40.52
Henry,henry683@mail.com,36,Phoenix,426.95
Eve,eve684@mail.com,38,Seattle,143.26
Mia,mia685@contact.com,26,Seattle,63.4
Quinn,quinn686@gmail.com,46,Phoenix,163.88
Henry,henry687@yahoo.com,40,Miami,231.44
Ivy,ivy688@email.com,72,Miami,54.31
Diana,diana689@outlook.com,31,Los Angeles,82.68
Ivy,ivy690@gmail.com,43,Los Angeles,33.99
Mia,mia691@mail.com,70,Boston,25.23
Ivy,ivy692@email.com,53,Boston,132.43
Grace,grace693@gmail.com,69,Boston,69.51
Grace,grace694@contact.com,26,Miami,413.6
Charlie,charlie695@mail.com,55,New York,459.54
Noah,noah696@mail.com,22,Phoenix,452.22
Ivy,ivy697@contact.com,23,Austin,70.04
Eve,eve698@contact.com,28,Miami,222.25
Ivy,ivy699@gmail.com,19,Houston,344.77
Noah,noah700@mail.com,31,Houston,144.74
Noah,noah701@gmail.com,20,Houston,327.17
Bob,bob702@company.com,74,Seattle,244.73
Tina,tina703@mail.com,42,Los Angeles,215.43
Quinn,quinn704@email.com,58,Houston,399.47
Diana,diana705@contact.com,48,Miami,392.9
Eve,eve706@email.com,50,Denver,200.31
Ivy,ivy707@business.com,38,Denver,24.36
Peter,peter708@contact.com,69,Boston,269.42
Quinn,quinn709@mail.com,80,Boston,59.07
Noah,noah710@yahoo.com,52,Phoenix,384.38
Jack,jack711@company.com,72,Miami,183.85
Peter,peter712@gmail.com,33,Los Angeles,405.04
Olivia,olivia713@yahoo.com,63,New York,474.3
Olivia,olivia714@company.com,54,Miami,419.98
Ivy,ivy715@email.com,37,Austin,250.31
Eve,eve716@company.com,32,Denver,19.76
Steven,steven717@yahoo.com,39,Chicago,405.16
Rachel,rachel718@company.com,76,Chicago,39.18
Charlie,charlie719@outlook.com,67,Seattle,424.78
Henry,henry720@mail.com,41,New York,297.15
Jack,jack721@outlook.com,38,Austin,488.17
Olivia,olivia722@business.com,59,Austin,95.36
Karen,karen723@outlook.com,32,Austin,195.41
Diana,diana724@mail.com,29,Houston,474.91
Noah,noah725@yahoo.com,72,Chicago,25.87
Leo,leo726@mail.com,58,Denver,61.01
Quinn,quinn727@gmail.com,39,Austin,126.62
Olivia,olivia728@contact.com,58,Los Angeles,412.61
Henry,henry729@outlook.com,18,Houston,112.75
Steven,steven730@business.com,34,Los Angeles,363.0
Steven,steven731@email.com,46,Austin,484.86
Henry,henry732@yahoo.com,74,Miami,182.1
Ivy,ivy733@contact.com,71,Los Angeles,396.48
Diana,diana734@business.com,28,Phoenix,46.12
Ivy,ivy735@company.com,19,Chicago,137.95
Olivia,olivia736@contact.com,39,Denver,445.09
Jack,jack737@yahoo.com,53,New York,175.6
Ivy,ivy738@contact.com,45,Seattle,307.59
Jack,jack739@yahoo.com,21,Seattle,172.24
Jack,jack740@email.com,62,Phoenix,363.8
Grace,grace741@contact.com,60,Boston,155.73
Quinn,quinn742@business.com,43,New York,279.33
Frank,frank743@outlook.com,21,Denver,11.87
Tina,tina744@company.com,70,Houston,107.84
Mia,mia745@contact.com,28,Seattle,488.76
Jack,jack746@mail.com,37,Phoenix,240.76
Charlie,charlie747@outlook.com,59,Phoenix,199.89
Tina,tina748@business.com,41,Chicago,228.43
Tina,tina749@mail.com,47,Austin,120.86
Karen,karen750@company.com,21,Austin,378.6
Steven,steven751@contact.com,60,Phoenix,406.01
Henry,henry752@yahoo.com,53,Phoenix,421.99
Karen,karen753@yahoo.com,79,Boston,346.66
Mia,mia754@mail.com,74,Chicago,243.37
Bob,bob755@gmail.com,75,Los Angeles,256.03
Steven,steven756@outlook.com,61,Los Angeles,68.94
Tina,tina757@outlook.com,78,Chicago,486.36
Olivia,olivia758@outlook.com,20,Seattle,48.4
Leo,leo759@business.com,70,Chicago,418.71
Ivy,ivy760@email.com,76,Seattle,52.64
Tina,tina761@business.com,53,Seattle,429.75
Eve,eve762@outlook.com,76,Miami,395.41
Karen,karen763@company.com,25,Denver,83.32
Alice,alice764@yahoo.com,66,Miami,463.21
Mia,mia765@email.com,68,Miami,435.06
Eve,eve766@yahoo.com,34,Phoenix,330.85
Leo,leo767@gmail.com,20,Chicago,144.95
Olivia,olivia768@email.com,20,New York,445.89
Steven,steven769@email.com,21,Houston,461.21
Charlie,charlie770@yahoo.com,39,New York,162.37
Grace,grace771@yahoo.com,80,Boston,75.85
Henry,henry772@yahoo.com,35,Houston,306.44
Charlie,charlie773@gmail.com,46,Chicago,457.58
Noah,noah774@gmail.com,66,Seattle,434.92
Peter,peter775@contact.com,68,Miami,42.15
Rachel,rachel776@outlook.com,26,Houston,440.87
Tina,tina777@company.com,30,Los Angeles,420.12
Karen,karen778@company.com,47,Houston,459.84
Henry,henry779@yahoo.com,41,New York,257.51
Noah,noah780@email.com,33,Chicago,249.51
Noah,noah781@company.com,79,Los Angeles,297.57
Quinn,quinn782@yahoo.com,28,Austin,376.99
Frank,frank783@contact.com,19,Los Angeles,34.33
Leo,leo784@email.com,72,Houston,327.22
Diana,diana785@contact.com,59,Denver,261.51
Steven,steven786@outlook.com,76,New York,327.21
Rachel,rachel787@outlook.com,34,Miami,359.24
Diana,diana788@company.com,75,Los Angeles,427.28
Alice,alice789@mail.com,31,Miami,158.05
Grace,grace790@business.com,55,Austin,13.6
Grace,grace791@business.com,59,Denver,156.25
Bob,bob792@outlook.com,22,Denver,494.3
Frank,frank793@contact.com,34,Los Angeles,102.3
Tina,tina794@mail.com,75,Boston,404.66
Henry,henry795@email.com,61,Boston,363.43
Steven,steven796@business.com,34,Seattle,208.25
Mia,mia797@outlook.com,63,Los Angeles,409.85
Charlie,charlie798@contact.com,61,Phoenix,322.77
Olivia,olivia799@email.com,50,Phoenix,424.26
Diana,diana800@outlook.com,36,Austin,240.68
Jack,jack801@gmail.com,66,Phoenix,473.99
Henry,henry802@email.com,32,Seattle,119.43
Ivy,ivy803@business.com,68,Denver,192.12
Tina,tina804@outlook.com,47,Los Angeles,240.56
Peter,peter805@mail.com,78,Miami,241.39
Steven,steven806@gmail.com,25,Los Angeles,269.62
Grace,grace807@email.com,73,Denver,77.31
Karen,karen808@business.com,44,Boston,447.49
Rachel,rachel809@business.com,38,Austin,391.68
Steven,steven810@yahoo.com,58,Chicago,163.57
Steven,steven811@yahoo.com,46,New York,112.6
Frank,frank812@mail.com,66,Phoenix,249.89
Alice,alice813@yahoo.com,57,Denver,320.41
Grace,grace814@email.com,79,Seattle,197.83
Rachel,rachel815@business.com,30,Phoenix,475.53
Tina,tina816@contact.com,30,Boston,341.61
Jack,jack817@contact.com,62,Miami,162.93
Karen,karen818@yahoo.com,50,Boston,91.84
Noah,noah819@outlook.com,78,Miami,233.4
Frank,frank820@yahoo.com,39,Denver,445.11
Olivia,olivia821@business.com,75,Houston,186.03
Frank,frank822@yahoo.com,78,Boston,19.37
Tina,tina823@mail.com,31,Phoenix,298.95
Grace,grace824@mail.com,41,Boston,193.84
Diana,diana825@contact.com,57,Austin,301.02
Steven,steven826@business.com,59,New York,33.64
Rachel,rachel827@business.com,46,Denver,70.56
Rachel,rachel828@company.com,62,Houston,110.69
Tina,tina829@gmail.com,44,Boston,334.62
Mia,mia830@gmail.com,44,Phoenix,260.68
Bob,bob831@outlook.com,25,Seattle,253.89
Jack,jack832@outlook.com,71,Los Angeles,486.83
Noah,noah833@contact.com,36,Denver,29.31
Quinn,quinn834@yahoo.com,62,Phoenix,172.0
Frank,frank835@outlook.com,60,Chicago,454.37
Peter,peter836@company.com,27,Phoenix,391.97
Noah,noah837@contact.com,75,Phoenix,325.73
Peter,peter838@email.com,34,New York,34.54
Rachel,rachel839@gmail.com,72,Miami,186.51
Alice,alice840@gmail.com,65,Seattle,56.55
Noah,noah841@company.com,72,Houston,335.04
Jack,jack842@yahoo.com,40,Boston,477.99
Jack,jack843@email.com,41,Los Angeles,99.61
Alice,alice844@company.com,79,Phoenix,143.2
Jack,jack845@company.com,69,Houston,327.93
Bob,bob846@contact.com,26,New York,490.97
Grace,grace847@mail.com,44,Denver,403.11
Rachel,rachel848@company.com,57,Seattle,391.79
Tina,tina849@company.com,48,Austin,65.34
Charlie,charlie850@email.com,20,Austin,138.19
Diana,diana851@yahoo.com,63,Phoenix,386.09
Alice,alice852@business.com,32,Chicago,264.36
Peter,peter853@email.com,60,Austin,246.15
Ivy,ivy854@gmail.com,71,Houston,447.11
Leo,leo855@contact.com,59,Los Angeles,257.73
Bob,bob856@contact.com,73,Denver,46.68
Grace,grace857@gmail.com,33,Seattle,485.37
Diana,diana858@email.com,32,Seattle,325.23
Frank,frank859@yahoo.com,23,New York,227.65
Noah,noah860@business.com,23,New York,229.06
Diana,diana861@outlook.com,65,Boston,60.3
Eve,eve862@yahoo.com,53,Phoenix,10.08
Grace,grace863@contact.com,74,Los Angeles,285.54
Olivia,olivia864@outlook.com,41,Los Angeles,410.13
Karen,karen865@contact.com,53,Denver,361.16
Eve,eve866@email.com,25,Austin,382.07
Olivia,olivia867@mail.com,39,Seattle,416.64
Rachel,rachel868@yahoo.com,51,Miami,354.03
Noah,noah869@gmail.com,49,Seattle,412.7
Steven,steven870@company.com,34,Los Angeles,101.9
Eve,eve871@yahoo.com,47,New York,361.23
Alice,alice872@gmail.com,20,Chicago,388.35
Charlie,charlie873@gmail.com,60,Chicago,75.97
Bob,bob874@gmail.com,51,Austin,281.08
Grace,grace875@email.com,48,Los Angeles,392.73
Charlie,charlie876@gmail.com,29,Chicago,60.74
Tina,tina877@gmail.com,74,Seattle,215.15
Ivy,ivy878@gmail.com,43,Chicago,485.54
Henry,henry879@yahoo.com,26,Miami,305.24
Jack,jack880@mail.com,71,Los Angeles,431.75
Noah,noah881@business.com,30,Austin,315.84
Peter,peter882@company.com,76,Los Angeles,490.85
Eve,eve883@contact.com,52,New York,358.07
Bob,bob884@contact.com,48,Houston,289.61
Olivia,olivia885@business.com,36,Miami,406.07
Karen,karen886@outlook.com,19,New York,81.21
Peter,peter887@yahoo.com,35,Austin,491.93
Noah,noah888@company.com,71,Seattle,348.39
Eve,eve889@yahoo.com,66,Denver,25.83
Grace,grace890@yahoo.com,57,New York,433.77
Jack,jack891@mail.com,33,Boston,394.31
Jack,jack892@gmail.com,77,Los Angeles,199.9
Alice,alice893@outlook.com,21,Boston,374.4
Peter,peter894@company.com,71,Los Angeles,456.63
Noah,noah895@contact.com,65,Chicago,390.31
Quinn,quinn896@outlook.com,46,Houston,491.89
Mia,mia897@email.com,79,Miami,370.19
Eve,eve898@mail.com,20,Seattle,146.77
Bob,bob899@outlook.com,28,Boston,424.55
Leo,leo900@mail.com,47,Seattle,29.57
Alice,alice901@gmail.com,67,Boston,250.37
Mia,mia902@email.com,40,Austin,394.18
Karen,karen903@mail.com,32,Boston,265.1
Olivia,olivia904@email.com,44,Chicago,273.15
Ivy,ivy905@company.com,32,Boston,335.03
Steven,steven906@outlook.com,36,Seattle,475.65
Grace,grace907@mail.com,53,Denver,66.21
Ivy,ivy908@gmail.com,33,Austin,479.86
Rachel,rachel909@business.com,76,Chicago,199.08
Grace,grace910@company.com,19,Denver,412.83
Henry,henry911@business.com,69,Los Angeles,228.32
Jack,jack912@contact.com,75,Phoenix,166.95
Ivy,ivy913@mail.com,28,Los Angeles,271.27
Olivia,olivia914@contact.com,60,Boston,433.83
Ivy,ivy915@mail.com,31,Los Angeles,416.09
Leo,leo916@company.com,65,Phoenix,21.64
Tina,tina917@business.com,23,New York,36.59
Peter,peter918@email.com,22,Seattle,412.59
Jack,jack919@outlook.com,42,Houston,318.81
Grace,grace920@contact.com,19,Seattle,339.92
Peter,peter921@mail.com,59,Austin,380.42
Tina,tina922@business.com,62,Denver,185.27
Jack,jack923@yahoo.com,36,Seattle,307.22
Quinn,quinn924@gmail.com,42,Austin,412.84
Diana,diana925@outlook.com,28,Chicago,117.73
Alice,alice926@business.com,36,Miami,156.05
Eve,eve927@email.com,53,Boston,79.27
Frank,frank928@outlook.com,54,Seattle,273.2
Olivia,olivia929@gmail.com,31,Phoenix,113.75
Jack,jack930@company.com,28,Boston,118.19
Rachel,rachel931@business.com,25,Los Angeles,338.78
Bob,bob932@contact.com,72,Phoenix,236.02
Frank,frank933@business.com,36,Seattle,132.84
Eve,eve934@business.com,49,Seattle,185.0
Alice,alice935@mail.com,36,Chicago,451.06
Karen,karen936@company.com,46,Chicago,312.01
Grace,grace937@mail.com,27,Denver,287.76
Henry,henry938@business.com,28,Austin,163.48
Noah,noah939@business.com,35,Boston,75.81
Tina,tina940@email.com,47,Chicago,185.78
Frank,frank941@business.com,53,Chicago,96.13
Henry,henry942@email.com,72,Boston,446.74
Charlie,charlie943@company.com,64,Boston,366.44
Steven,steven944@email.com,58,Houston,408.19
Frank,frank945@business.com,67,Miami,454.09
Jack,jack946@business.com,52,Miami,241.33
Eve,eve947@business.com,43,Seattle,446.8
Peter,peter948@outlook.com,47,Boston,260.1
Mia,mia949@yahoo.com,50,Los Angeles,334.71
Tina,tina950@mail.com,26,Houston,88.02
Tina,tina951@email.com,60,Austin,370.6
Karen,karen952@email.com,20,Denver,383.12
Olivia,olivia953@gmail.com,34,Boston,124.67
Diana,diana954@mail.com,76,Austin,200.17
Leo,leo955@contact.com,20,Houston,60.58
Henry,henry956@gmail.com,71,Austin,293.53
Henry,henry957@mail.com,42,Miami,189.0
Tina,tina958@outlook.com,34,New York,486.61
Quinn,quinn959@yahoo.com,43,Chicago,410.45
Grace,grace960@business.com,68,Seattle,444.71
Noah,noah961@company.com,74,Phoenix,225.55
Leo,leo962@business.com,50,Miami,113.64
Charlie,charlie963@outlook.com,41,Chicago,333.94
Jack,jack964@mail.com,64,Chicago,245.94
Alice,alice965@business.com,31,New York,327.16
Bob,bob966@business.com,33,Denver,72.66
Jack,jack967@company.com,58,Austin,29.2
Mia,mia968@mail.com,21,New York,136.55
Ivy,ivy969@outlook.com,79,New York,303.69
Olivia,olivia970@email.com,74,New York,474.15
Diana,diana971@contact.com,56,Miami,434.98
Jack,jack972@yahoo.com,71,Los Angeles,304.41
Noah,noah973@mail.com,57,Boston,139.62
Bob,bob974@gmail.com,56,New York,122.61
Jack,jack975@email.com,24,Houston,109.15
Mia,mia976@company.com,70,Boston,306.7
Diana,diana977@email.com,75,Austin,440.1
Ivy,ivy978@email.com,66,New York,55.66
Grace,grace979@gmail.com,70,Chicago,449.51
Diana,diana980@business.com,44,Denver,438.66
Frank,frank981@email.com,32,Seattle,396.88
Alice,alice982@business.com,55,Austin,57.88
Olivia,olivia983@yahoo.com,48,Boston,455.94
Leo,leo984@mail.com,56,Houston,210.24
Henry,henry985@company.com,63,Phoenix,293.21
Bob,bob986@gmail.com,18,Denver,330.73
Grace,grace987@business.com,41,Denver,85.84
Steven,steven988@contact.com,34,Seattle,217.55
Ivy,ivy989@mail.com,61,Houston,379.94
Grace,grace990@outlook.com,68,Los Angeles,246.41
Steven,steven991@yahoo.com,53,New York,134.35
Ivy,ivy992@contact.com,40,Miami,370.53
Diana,diana993@email.com,46,Los Angeles,59.14
Bob,bob994@mail.com,68,Houston,402.42
Grace,grace995@yahoo.com,42,New York,404.14
Rachel,rachel996@business.com,77,Los Angeles,53.19
Steven,steven997@email.com,41,Houston,308.42
Henry,henry998@mail.com,57,Seattle,150.37
Rachel,rachel999@email.com,58,Chicago,225.1
Noah,noah1000@business.com,36,Denver,26.47
Frank,frank1001@gmail.com,62,Phoenix,311.44
Noah,noah1002@gmail.com,33,New York,488.07
Rachel,rachel1003@business.com,67,Denver,183.03
Jack,jack1004@email.com,55,New York,263.69
Alice,alice1005@gmail.com,53,Chicago,365.81
Frank,frank1006@yahoo.com,40,Los Angeles,482.01
Grace,grace1007@contact.com,56,Denver,232.83
Henry,henry1008@yahoo.com,18,Phoenix,95.77
Quinn,quinn1009@outlook.com,53,Denver,256.55
Quinn,quinn1010@contact.com,69,Los Angeles,478.79
Bob,bob1011@yahoo.com,34,Boston,483.37
Noah,noah1012@email.com,67,Denver,381.16
Tina,tina1013@contact.com,75,Boston,246.17
Ivy,ivy1014@outlook.com,42,Los Angeles,341.69
Karen,karen1015@email.com,44,Houston,263.09
Tina,tina1016@company.com,33,Denver,55.57
Alice,alice1017@company.com,53,Miami,243.51
Eve,eve1018@contact.com,75,Phoenix,141.85
Jack,jack1019@business.com,65,Denver,125.08
Peter,peter1020@contact.com,31,Austin,109.36
Leo,leo1021@yahoo.com,27,Denver,68.74
Alice,alice1022@gmail.com,57,Houston,384.48
Ivy,ivy1023@email.com,72,Seattle,191.89
Frank,frank1024@gmail.com,75,Boston,435.7
Frank,frank1025@email.com,66,Boston,147.33
Olivia,olivia1026@business.com,26,New York,267.61
Grace,grace1027@company.com,78,Seattle,25.96
Leo,leo1028@email.com,73,Seattle,234.03
Grace,grace1029@business.com,47,Boston,347.71
Eve,eve1030@contact.com,42,Austin,59.37
Alice,alice1031@company.com,29,Houston,138.8
Leo,leo1032@business.com,79,Chicago,189.3
Bob,bob1033@mail.com,31,Denver,353.35
Charlie,charlie1034@company.com,72,New York,147.02
Ivy,ivy1035@outlook.com,26,Austin,346.15
Eve,eve1036@gmail.com,69,Chicago,282.12
Alice,alice1037@yahoo.com,27,Boston,241.76
Tina,tina1038@yahoo.com,44,Houston,75.89
Steven,steven1039@business.com,64,Boston,394.81
Olivia,olivia1040@yahoo.com,53,Chicago,33.38
Charlie,charlie1041@email.com,21,Los Angeles,408.77
Peter,peter1042@business.com,46,Miami,137.29
Rachel,rachel1043@company.com,53,Seattle,178.63
Diana,diana1044@gmail.com,40,Seattle,292.66
Charlie,charlie1045@business.com,80,Chicago,184.0
Frank,frank1046@email.com,67,Miami,445.92
Alice,alice1047@outlook.com,47,Boston,435.45
Karen,karen1048@contact.com,58,New York,208.34
Grace,grace1049@outlook.com,28,Houston,121.83
Ivy,ivy1050@mail.com,63,Seattle,306.64
Jack,jack1051@company.com,74,Los Angeles,392.68
Diana,diana1052@outlook.com,79,Chicago,212.85
Quinn,quinn1053@contact.com,26,New York,334.39
Diana,diana1054@contact.com,28,Houston,60.47
Karen,karen1055@yahoo.com,53,New York,22.92
Noah,noah1056@yahoo.com,66,New York,60.92
Steven,steven1057@mail.com,59,Denver,161.59
Grace,grace1058@business.com,46,Denver,74.33
Jack,jack1059@outlook.com,20,New York,431.58
Grace,grace1060@contact.com,47,Seattle,468.08
Diana,diana1061@contact.com,26,Phoenix,96.75
Peter,peter1062@company.com,45,Chicago,323.5
Noah,noah1063@outlook.com,76,Los Angeles,246.01
Frank,frank1064@contact.com,46,New York,189.23
Mia,mia1065@email.com,37,Los Angeles,10.05
Tina,tina1066@gmail.com,36,New York,272.2
Henry,henry1067@yahoo.com,37,Denver,385.28
Tina,tina1068@yahoo.com,68,Phoenix,278.62
Grace,grace1069@company.com,74,Denver,224.18
Leo,leo1070@email.com,63,Denver,415.93
Leo,leo1071@outlook.com,23,Phoenix,316.41
Steven,steven1072@mail.com,36,Austin,406.32
Frank,frank1073@yahoo.com,72,New York,99.38
Noah,noah1074@outlook.com,58,Chicago,312.69
Rachel,rachel1075@contact.com,30,Boston,19.5
Bob,bob1076@contact.com,19,New York,486.44
Rachel,rachel1077@contact.com,26,Seattle,366.28
Quinn,quinn1078@gmail.com,27,New York,251.85
Alice,alice1079@mail.com,37,New York,499.0
Jack,jack1080@gmail.com,39,Phoenix,423.34
Tina,tina1081@outlook.com,35,Houston,44.98
Charlie,charlie1082@company.com,30,Chicago,410.45
Frank,frank1083@yahoo.com,80,Austin,198.55
Henry,henry1084@outlook.com,65,Denver,107.6
Mia,mia1085@company.com,60,Boston,241.68
Tina,tina1086@business.com,28,Boston,374.92
Frank,frank1087@outlook.com,25,Denver,245.8
Leo,leo1088@email.com,41,Boston,433.19
Grace,grace1089@contact.com,33,Austin,169.01
Charlie,charlie1090@business.com,55,Miami,203.95
Rachel,rachel1091@outlook.com,80,Boston,294.73
Noah,noah1092@business.com,41,Houston,131.87
Diana,diana1093@company.com,61,Houston,466.12
Charlie,charlie1094@outlook.com,40,Miami,353.65
Tina,tina1095@yahoo.com,49,Boston,165.2
Diana,diana1096@contact.com,69,Denver,369.26
Diana,diana1097@business.com,40,Miami,132.84
Alice,alice1098@yahoo.com,63,Boston,283.92
Leo,leo1099@company.com,30,New York,101.45
Mia,mia1100@email.com,64,Austin,144.91
Peter,peter1101@gmail.com,22,Seattle,85.96
Frank,frank1102@company.com,52,Los Angeles,232.5
Quinn,quinn1103@gmail.com,64,Austin,442.64
Frank,frank1104@yahoo.com,38,Austin,332.56
Diana,diana1105@yahoo.com,30,Houston,344.78
Jack,jack1106@company.com,57,Austin,168.07
Tina,tina1107@outlook.com,24,Los Angeles,332.86
Jack,jack1108@yahoo.com,29,Phoenix,109.02
Olivia,olivia1109@gmail.com,24,Miami,289.8
Peter,peter1110@company.com,51,Phoenix,34.05
Mia,mia1111@yahoo.com,18,Seattle,331.32
Diana,diana1112@email.com,69,Phoenix,186.85
Leo,leo1113@company.com,68,Austin,413.59
Eve,eve1114@company.com,20,Phoenix,418.88
Tina,tina1115@outlook.com,79,Houston,57.59
Noah,noah1116@gmail.com,42,Denver,104.63
Jack,jack1117@contact.com,58,Boston,283.63
Diana,diana1118@outlook.com,65,Boston,385.48
Alice,alice1119@business.com,61,Austin,354.25
Olivia,olivia1120@business.com,28,Austin,279.48
Noah,noah1121@company.com,60,Houston,271.61
Henry,henry1122@yahoo.com,75,Miami,279.54
Eve,eve1123@yahoo.com,44,Los Angeles,414.82
Charlie,charlie1124@mail.com,54,Seattle,114.82
Grace,grace1125@gmail.com,41,Boston,229.27
Noah,noah1126@gmail.com,64,New York,491.65
Noah,noah1127@mail.com,26,Denver,13.22
Olivia,olivia1128@contact.com,72,Phoenix,20.63
Frank,frank1129@business.com,50,Austin,289.63
Karen,karen1130@mail.com,24,Seattle,235.58
Tina,tina1131@company.com,34,Los Angeles,445.92
Leo,leo1132@business.com,34,Miami,55.03
Steven,steven1133@business.com,76,Miami,369.79
Eve,eve1134@mail.com,29,Austin,414.6
Alice,alice1135@company.com,56,Miami,28.31
Alice,alice1136@business.com,23,Phoenix,461.72
Eve,eve1137@gmail.com,74,Austin,214.1
Grace,grace1138@gmail.com,65,Houston,320.6
Diana,diana1139@email.com,37,Houston,30.18
Frank,frank1140@mail.com,27,Austin,256.18
Mia,mia1141@yahoo.com,21,Phoenix,485.81
Steven,steven1142@yahoo.com,23,Phoenix,221.65
Henry,henry1143@contact.com,26,Denver,50.45
Karen,karen1144@mail.com,53,Seattle,138.65
Quinn,quinn1145@company.com,45,Seattle,383.4
Eve,eve1146@yahoo.com,30,Austin,203.71
Karen,karen1147@yahoo.com,53,Houston,130.66
Grace,grace1148@yahoo.com,67,New York,168.47
Tina,tina1149@contact.com,25,Seattle,217.53
